region,date,latitude,longitude,population,population_density,reported_cases,true_cases,Rt,effective_R,spatial_pressure,imported_cases,temperature,humidity,rainfall,mobility_index,vaccination_rate,testing_rate,healthcare_capacity,healthcare_pressure,incidence_per_100k,intervention_active,reported_cases_lag_1,reported_cases_lag_3,reported_cases_lag_7,reported_cases_lag_14,reported_cases_rolling_mean_7,reported_cases_rolling_std_7,reported_cases_rolling_mean_14,reported_cases_rolling_std_14,growth_rate_7d,incidence_growth_7d,future_reported_cases_7d,future_incidence_7d,future_effective_R_7d,outbreak_7d
Region_0,2023-01-17,38.74540118847362,-0.8222065791643072,4156518,1847.6547582950777,0,1,1.3294324579446253,0.5878189514690741,1.0789568688622178,0,23.499824862701846,65.88913546334409,1.2636358217933605,0.7956340905587802,0.6346712806913501,0.33056295727989793,0.701607413937317,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.42857142857142855,0.5345224838248497,0.42857142857142855,0.513552591013096,0.0,-1.0,0.0,0.0,0.577893497329763,0
Region_0,2023-01-18,38.74540118847362,-0.8222065791643072,4156518,1847.6547582950777,0,1,1.3759387752382657,0.6049635783894917,1.0781115920953181,0,26.810984396385756,68.04896440649787,2.0830439436655346,0.7918147678415266,0.635324348984901,0.33056295727989793,0.701607413937317,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.2857142857142857,0.4879500364742676,0.35714285714285715,0.49724515809884745,0.0,-1.0,1.0,0.024058599048530523,0.5695054882687333,0
Region_0,2023-01-20,38.74540118847362,-0.8222065791643072,4156518,1847.6547582950777,1,1,1.3773932404636346,0.6044899767677641,1.0615443303895622,0,26.209800402698658,61.744922538807124,1.2375933001504515,0.791762373734727,0.6367299317411115,0.33056295727989793,0.701607413937317,0.0014252985075915146,0.024058599048530523,0.0,0.0,0.0,1.0,0.0,0.2857142857142857,0.4879500364742676,0.35714285714285715,0.49724515809884745,0.5,0.0,0.0,0.0,0.5844307510455344,0
Region_0,2023-01-22,38.74540118847362,-0.8222065791643072,4156518,1847.6547582950777,1,1,1.3084347642303322,0.5701693864416395,1.0871690495154218,0,28.107135268494723,66.09916705917733,1.3174618263204978,0.7869799668143053,0.6375466210739997,0.33056295727989793,0.701607413937317,0.0014252985075915146,0.024058599048530523,0.0,0.0,0.0,1.0,0.0,0.2857142857142857,0.4879500364742676,0.42857142857142855,0.513552591013096,0.5,0.0,0.0,0.0,0.5852841368659764,0
Region_0,2023-01-27,38.74540118847362,-0.8222065791643072,4156518,1847.6547582950777,0,1,1.3153304754487172,0.5844307510455344,1.0935585630207516,0,30.353951884765983,58.66245469127381,6.506492584132579,0.8040881377361973,0.6391725932212795,0.33056295727989793,0.701607413937317,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.42857142857142855,0.5345224838248497,0.35714285714285715,0.49724515809884745,0.0,-1.0,1.0,0.024058599048530523,0.5143571719767985,0
Region_0,2023-01-29,38.74540118847362,-0.8222065791643072,4156518,1847.6547582950777,0,1,1.289684866860483,0.5852841368659764,1.0000000000000002,0,23.53214055017377,66.7891350183666,12.17522595155941,0.7831403054725696,0.6401539668948255,0.33056295727989793,0.701607413937317,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2857142857142857,0.4879500364742676,0.2857142857142857,0.468807230938496,0.0,-1.0,0.0,0.0,0.5257408969475369,0
Region_0,2023-01-30,38.74540118847362,-0.8222065791643072,4156518,1847.6547582950777,1,1,1.3042987536390993,0.5524266260262924,1.1084688381223446,0,26.911611186374973,70.39118772249097,1.4272045203151227,0.7677924321816182,0.6405180120021366,0.33056295727989793,0.701607413937317,0.0014252985075915146,0.024058599048530523,0.0,0.0,0.0,1.0,0.0,0.2857142857142857,0.4879500364742676,0.35714285714285715,0.49724515809884745,0.5,0.0,0.0,0.0,0.5649875211329978,0
Region_0,2023-02-01,38.74540118847362,-0.8222065791643072,4156518,1847.6547582950777,1,1,1.279200034798964,0.5378885932364154,1.0000000000000002,0,30.65337315810079,65.50008285322872,1.8265046708713895,0.7633229497777971,0.6416207539540185,0.33056295727989793,0.701607413937317,0.0014252985075915146,0.024058599048530523,0.0,1.0,0.0,1.0,0.0,0.42857142857142855,0.5345224838248497,0.5,0.5188745216627714,0.5,0.0,0.0,0.0,0.5718055682746374,0
Region_0,2023-02-06,38.74540118847362,-0.8222065791643072,4156518,1847.6547582950777,0,1,1.2658941871232414,0.5649875211329978,1.1393296041169727,0,26.47897333764648,65.07893190536447,1.7049983197822824,0.8131950584513373,0.6445125462667761,0.33056295727989793,0.701607413937317,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.42857142857142855,0.5345224838248497,0.35714285714285715,0.49724515809884745,0.0,-1.0,1.0,0.024058599048530523,0.584565788929247,0
Region_0,2023-02-07,38.74540118847362,-0.8222065791643072,4156518,1847.6547582950777,1,1,1.2643814672929676,0.5948763993858094,1.0000000000000002,0,28.05372537640634,62.41390905179176,9.282364181391934,0.8165222517471892,0.644612601864233,0.33056295727989793,0.701607413937317,0.0014252985075915146,0.024058599048530523,0.0,0.0,0.0,1.0,0.0,0.42857142857142855,0.5345224838248497,0.42857142857142855,0.513552591013096,0.5,0.0,0.0,0.0,0.5906251051694675,0
